toll_point_id,uf,regulador,jurisdicao,concessionaria,lote,codigo_praca,nome,tipo_ponto,rodovia,km,municipio,sentido,latitude,longitude,valor_base_categoria1_brl,eixos_2_brl,eixos_3_brl,eixos_4_brl,eixos_5_brl,eixos_6_brl,eixos_7_brl,eixos_8_brl,eixos_9_brl,status_operacional,classe_cobranca,calcular_pedagio,confianca_geo,confianca_valor,source_tarifa_url,source_geo_url
pr_epr_parana_l4_p07_oeste,PR,ANTT,federal,EPR Paraná / EPR 5 Participações S.A.,Lote 04,P07-O,P7 Arapongas/Rolândia - oeste,portico_free_flow,BR-369,179,Arapongas/Rolândia,oeste,-23.36081980,-51.39935910,10.50,21.00,31.50,42.00,52.50,63.00,73.50,84.00,94.50,ativo,cobranca_confirmada,true,alta,media,ANTT/EPR Paraná,EPR Paraná/km oficial ; export (22) OSM estrutura do Pedágio Arapongas + validação manual no Google Maps pelo usuário
pr_epr_parana_l4_p08_leste,PR,ANTT,federal,EPR Paraná / EPR 5 Participações S.A.,Lote 04,P08-L,P8 Jataizinho - leste,portico_free_flow,BR-369,126,Jataizinho,leste,-23.27914310,-50.96011600,17.10,34.20,51.30,68.40,85.50,102.60,119.70,136.80,153.90,ativo,cobranca_confirmada,true,alta,media,ANTT/EPR Paraná,OSM Overpass export (6).geojson + EPR Paraná tarifas/pórticos
pr_epr_parana_l4_p08_oeste,PR,ANTT,federal,EPR Paraná / EPR 5 Participações S.A.,Lote 04,P08-O,P8 Jataizinho - oeste,portico_free_flow,BR-369,126,Jataizinho,oeste,-23.27902000,-50.95990270,17.10,34.20,51.30,68.40,85.50,102.60,119.70,136.80,153.90,ativo,cobranca_confirmada,true,alta,media,ANTT/EPR Paraná,OSM Overpass export (6).geojson + EPR Paraná tarifas/pórticos
br_antt_217_rodovia_aco_barra_pirai,RJ,ANTT,federal,RODOVIA DO AÇO,,,BARRA DA PIRAI,praca_fisica,BR-393,265.2,Barra do Piraí,Crescente/Decrescente,-22.48543500,-43.91908400,6.50,13.00,19.50,26.00,32.50,39.00,45.50,52.00,58.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_013_autopista_fluminense_casimiro_abreu,RJ,ANTT,federal,AUTOPISTA FLUMINENSE,,,Casimiro de Abreu,praca_fisica,BR-101,192.82,Casimiro de Abreu,Crescente/Decrescente,-22.47644100,-42.08851900,7.50,15.00,22.50,30.00,37.50,45.00,52.50,60.00,67.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_012_autopista_fluminense_conselheiro_josino,RJ,ANTT,federal,AUTOPISTA FLUMINENSE,,,Conselheiro Josino,praca_fisica,BR-101,40.5,Campos dos Goytacazes,Crescente/Decrescente,-21.55259400,-41.33159700,7.50,15.00,22.50,30.00,37.50,45.00,52.50,60.00,67.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_157_riosp_free_flow_itaguai,RJ,ANTT,federal,RIOSP,,,Free Flow Itaguaí,portico_free_flow,BR-101,414.9,Itaguaí,Crescente/Decrescente,-22.91000000,-43.89000000,4.80,9.60,14.40,19.20,24.00,28.80,33.60,38.40,43.20,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_160_riosp_free_flow_mangaratiba,RJ,ANTT,federal,RIOSP,,,Free Flow Mangaratiba,portico_free_flow,BR-101,447.3,Mangaratiba,Crescente/Decrescente,-23.00632000,-44.09913500,4.80,9.60,14.40,19.20,24.00,28.80,33.60,38.40,43.20,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_156_riosp_free_flow_paraty,RJ,ANTT,federal,RIOSP,,,Free Flow Paraty,portico_free_flow,BR-101,538.5,Paraty,Crescente/Decrescente,-23.05000000,-44.58000000,4.80,9.60,14.40,19.20,24.00,28.80,33.60,38.40,43.20,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_158_riosp_itatiaia,RJ,ANTT,federal,RIOSP,,,Itatiaia Norte,praca_fisica,BR-116,324.8,Itatiaia,Decrescente,-22.49000000,-44.57000000,14.50,29.00,43.50,58.00,72.50,87.00,101.50,116.00,130.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_159_riosp_itatiaia,RJ,ANTT,federal,RIOSP,,,Itatiaia Sul,praca_fisica,BR-116,324.8,Itatiaia,Crescente,-22.49000000,-44.57000000,14.50,29.00,43.50,58.00,72.50,87.00,101.50,116.00,130.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_089_ecovias_ponte_niteroi,RJ,ANTT,federal,ECOVIAS PONTE,,,NITEROÍ-1,praca_fisica,BR-101,322.23,Niterói,Decrescente,-22.87794400,-43.11573400,6.20,12.40,18.60,24.80,31.00,37.20,43.40,49.60,55.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_091_ecovias_rio_minas_santo_aleixo,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P03 Santo Aleixo,praca_fisica,BR-116,118.702,Magé,Crescente/Decrescente,-22.61081500,-43.03211200,20.20,40.40,60.60,80.80,101.00,121.20,141.40,161.60,181.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_094_ecovias_rio_minas_viuva_graca,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P04 Viúva Graça,praca_fisica,BR-116,211.674,Seropédica,Crescente/Decrescente,-22.71627700,-43.71685800,17.20,34.40,51.60,68.80,86.00,103.20,120.40,137.60,154.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_095_ecovias_rio_minas_viuva_graca,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P05 Viúva Graça (B),praca_fisica,BR-116,213.103,Seropédica,Crescente/Decrescente,-22.71521300,-43.73025200,17.20,34.40,51.60,68.80,86.00,103.20,120.40,137.60,154.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_093_ecovias_rio_minas_itaguai,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P06 Itaguaí,praca_fisica,BR-493,112.7,Itaguaí,Crescente/Decrescente,-22.82083300,-43.80500000,11.00,22.00,33.00,44.00,55.00,66.00,77.00,88.00,99.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_090_ecovias_rio_minas_mage,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P07 Magé,praca_fisica,BR-116,118.2,Magé,Crescente/Decrescente,-22.60722200,-43.02861100,20.20,40.40,60.60,80.80,101.00,121.20,141.40,161.60,181.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_092_ecovias_rio_minas_guapimirim,RJ,ANTT,federal,ECOVIAS RIO MINAS,,,P08 Guapimirim,praca_fisica,BR-493,13.86,Guapimirim,Crescente/Decrescente,-22.67000000,-42.98000000,21.00,42.00,63.00,84.00,105.00,126.00,147.00,168.00,189.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_043_concer_,RJ,ANTT,federal,CONCER,,,P1,praca_fisica,BR-40,102.0,Duque de Caxias,Crescente/Decrescente,-22.60996500,-43.28555200,14.50,29.00,43.50,58.00,72.50,87.00,101.50,116.00,130.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_104_elovias_,RJ,ANTT,federal,ELOVIAS,,,P1,praca_fisica,BR-40,101.825,Duque de Caxias,Crescente/Decrescente,-22.61020600,-43.28570800,21.00,42.00,63.00,84.00,105.00,126.00,147.00,168.00,189.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_044_concer_,RJ,ANTT,federal,CONCER,,,P2,praca_fisica,BR-40,45.5,Areal,Crescente/Decrescente,-22.28438900,-43.12026900,14.50,29.00,43.50,58.00,72.50,87.00,101.50,116.00,130.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_105_elovias_,RJ,ANTT,federal,ELOVIAS,,,P2,praca_fisica,BR-40,45.819,Petrópolis,Crescente/Decrescente,-22.28438900,-43.12026900,21.00,42.00,63.00,84.00,105.00,126.00,147.00,168.00,189.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_215_rodovia_aco_paraiba,RJ,ANTT,federal,RODOVIA DO AÇO,,,PARAÍBA DO SUL,praca_fisica,BR-393,195.2,Paraíba do Sul,Crescente/Decrescente,-22.20891100,-43.38213900,6.50,13.00,19.50,26.00,32.50,39.00,45.50,52.00,58.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_014_autopista_fluminense_rio_bonito,RJ,ANTT,federal,AUTOPISTA FLUMINENSE,,,Rio Bonito,praca_fisica,BR-101,252.85,Rio Bonito,Crescente/Decrescente,-22.68746900,-42.53985500,7.50,15.00,22.50,30.00,37.50,45.00,52.50,60.00,67.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_216_rodovia_aco_sapucaia,RJ,ANTT,federal,RODOVIA DO AÇO,,,SAPUCAIA,praca_fisica,BR-393,125.7,Sapucaia,Crescente/Decrescente,-21.96232600,-42.86167500,6.50,13.00,19.50,26.00,32.50,39.00,45.50,52.00,58.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_011_autopista_fluminense_serrinha,RJ,ANTT,federal,AUTOPISTA FLUMINENSE,,,Serrinha,praca_fisica,BR-101,123.07,Campos dos Goytacazes,Crescente/Decrescente,-22.04975000,-41.68515700,7.50,15.00,22.50,30.00,37.50,45.00,52.50,60.00,67.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_015_autopista_fluminense_sao_goncalo,RJ,ANTT,federal,AUTOPISTA FLUMINENSE,,,São Gonçalo,praca_fisica,BR-101,299.69,São Gonçalo,Crescente,-22.77471300,-42.94550000,7.50,15.00,22.50,30.00,37.50,45.00,52.50,60.00,67.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_152_riosp_viuvinha,RJ,ANTT,federal,RIOSP,,,Viuvinha Norte,praca_fisica,BR-116,208.6,Seropédica,Decrescente,-22.71513300,-43.73023900,4.80,9.60,14.40,19.20,24.00,28.80,33.60,38.40,43.20,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_151_riosp_viuva_graca,RJ,ANTT,federal,RIOSP,,,Viúva Graça Norte,praca_fisica,BR-116,207.1,Seropédica,Decrescente,-22.71615500,-43.71669700,4.80,9.60,14.40,19.20,24.00,28.80,33.60,38.40,43.20,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_122_nova_364_free_flow_candeias,RO,ANTT,federal,NOVA 364,,,Free Flow Candeias - P01,portico_free_flow,BR-364,686.9,Candeias do Jamari,Crescente/Decrescente,-8.79239800,-63.65053200,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_120_nova_364_free_flow_itapua,RO,ANTT,federal,NOVA 364,,,Free Flow Itapuã - P02,portico_free_flow,BR-364,562.3,Alto Paraíso,Crescente/Decrescente,-9.53970000,-63.07670000,37.00,74.00,111.00,148.00,185.00,222.00,259.00,296.00,333.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_126_nova_364_free_flow_jaru,RO,ANTT,federal,NOVA 364,,,Free Flow Jarú -  P03 ,portico_free_flow,BR-364,452.3,Theobroma,Crescente/Decrescente,-10.28717200,-62.67076400,19.30,38.60,57.90,77.20,96.50,115.80,135.10,154.40,173.70,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_123_nova_364_free_flow_ouro_preto,RO,ANTT,federal,NOVA 364,,,Free Flow Ouro Preto  - P04,portico_free_flow,BR-364,399.3,Ouro Preto do Oeste,Crescente/Decrescente,-10.60810000,-62.33950000,25.00,50.00,75.00,100.00,125.00,150.00,175.00,200.00,225.00,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_124_nova_364_free_flow_pimenta_bueno1,RO,ANTT,federal,NOVA 364,,,Free Flow Pimenta Bueno1 - P06,portico_free_flow,BR-364,221.3,Pimenta Bueno,Crescente/Decrescente,-11.52753400,-61.33399700,10.20,20.40,30.60,40.80,51.00,61.20,71.40,81.60,91.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_125_nova_364_free_flow_pimenta_bueno2,RO,ANTT,federal,NOVA 364,,,Free Flow Pimenta Bueno2 - P07,portico_free_flow,BR-364,122.2,Pimenta Bueno,Crescente/Decrescente,-12.11080300,-60.74692500,35.40,70.80,106.20,141.60,177.00,212.40,247.80,283.20,318.60,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_121_nova_364_free_flow_pres_medici,RO,ANTT,federal,NOVA 364,,,Free Flow Pres. Médici - P05,portico_free_flow,BR-364,272.4,Cacoal,Crescente/Decrescente,-11.38419300,-61.73566000,12.50,25.00,37.50,50.00,62.50,75.00,87.50,100.00,112.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
rs_csg_antonio,RS,CSG,estadual,CSG,,,Antônio Prado,portico_free_flow,ERS-122,"108,3",Antônio Prado,ambos,-28.94481946,-51.19399935,9.20,18.40,27.60,36.80,46.00,55.20,64.40,73.60,82.80,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_csg_capela,RS,CSG,estadual,CSG,,,Capela de Santana,portico_free_flow,ERS-240,"30,1",Capela de Santana,ambos,-29.67396389,-51.41711389,9.70,19.40,29.10,38.80,48.50,58.20,67.90,77.60,87.30,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_csg_carlos,RS,CSG,estadual,CSG,,,Carlos Barbosa,portico_free_flow,ERS-446,"6,5",Carlos Barbosa,ambos,-29.33798056,-51.41116944,10.60,21.20,31.80,42.40,53.00,63.60,74.20,84.80,95.40,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_csg_farroupilha,RS,CSG,estadual,CSG,,,Farroupilha,portico_free_flow,ERS-122,"45,5",Farroupilha,ambos,-29.32735833,-51.35432222,11.50,23.00,34.50,46.00,57.50,69.00,80.50,92.00,103.50,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_csg_ipe,RS,CSG,estadual,CSG,,,Ipê,portico_free_flow,ERS-122,"151,9",Ipê,ambos,-28.66810833,-51.17217500,9.30,18.60,27.90,37.20,46.50,55.80,65.10,74.40,83.70,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_csg_caí,RS,CSG,estadual,CSG,,,São Sebastião do Caí,portico_free_flow,ERS-122,"4,6",São Sebastião do Caí,ambos,-29.64335833,-51.28567500,13.30,26.60,39.90,53.20,66.50,79.80,93.10,106.40,119.70,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_egr_boa_vista_do_sul,RS,EGR,estadual,EGR,,,Boa Vista do Sul,praca_fisica,RSC-453,78+950,Boa Vista do Sul,ambos,-29.33487100,-51.65011300,6.30,12.60,18.90,25.20,31.50,37.80,44.10,50.40,56.70,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_campo_bom,RS,EGR,estadual,EGR,,,Campo Bom,praca_fisica,ERS-239,19+000,Campo Bom,ambos,-29.65651000,-50.07853000,3.25,6.50,9.75,13.00,16.25,19.50,22.75,26.00,29.25,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_coxilha,RS,EGR,estadual,EGR,,,Coxilha,praca_fisica,ERS-135,18+300,Coxilha,ambos,-28.16224600,-52.30704900,4.90,9.80,14.70,19.60,24.50,29.40,34.30,39.20,44.10,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_cruzeiro,RS,EGR,estadual,EGR,,,Cruzeiro do Sul,praca_fisica,RSC-453,18+470,Cruzeiro do Sul,ambos,-29.51897200,-52.07401300,6.30,12.60,18.90,25.20,31.50,37.80,44.10,50.40,56.70,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_encantado,RS,EGR,estadual,EGR,,,Encantado,praca_fisica,ERS-130,93,Encantado,ambos,-29.28498700,-51.89974900,6.30,12.60,18.90,25.20,31.50,37.80,44.10,50.40,56.70,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_gramado,RS,EGR,estadual,EGR,,,Gramado,praca_fisica,ERS-235,27+580,Gramado,ambos,-29.39060600,-50.93687900,7.10,14.20,21.30,28.40,35.50,42.60,49.70,56.80,63.90,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_santo_antonio,RS,EGR,estadual,EGR,,,Santo Antônio da Patrulha,praca_fisica,ERS-474,20,Santo Antônio da Patrulha,ambos,-29.73223900,-50.59203700,6.30,12.60,18.90,25.20,31.50,37.80,44.10,50.40,56.70,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_sao_francisco,RS,EGR,estadual,EGR,,,São Francisco de Paula,praca_fisica,ERS-235,52+930,São Francisco de Paula,ambos,-29.32359400,-50.73290900,7.10,14.20,21.30,28.40,35.50,42.60,49.70,56.80,63.90,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_tres_coroas,RS,EGR,estadual,EGR,,,Três Coroas,praca_fisica,ERS-115,23,Três Coroas,ambos,-29.48227000,-50.80225500,7.10,14.20,21.30,28.40,35.50,42.60,49.70,56.80,63.90,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_egr_viamao,RS,EGR,estadual,EGR,,,Viamão,praca_fisica,ERS-040,19+530,Viamão,ambos,-30.11078800,-50.94210200,6.30,12.60,18.90,25.20,31.50,37.80,44.10,50.40,56.70,ativo,cobranca_confirmada,true,alta,alta,fontes estaduais RS,fontes estaduais RS
rs_rota_candelaria,RS,Rota Santa Maria,estadual,Rota Santa Maria,,,Candelária,praca_fisica,RSC-287,131,Candelária,ambos,-29.68071300,-52.71505000,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_rota_paraiso,RS,Rota Santa Maria,estadual,Rota Santa Maria,,,Paraíso do Sul,praca_fisica,RSC-287,168,Paraíso do Sul,ambos,-29.74924835,-53.06656662,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_rota_santa_maria,RS,Rota Santa Maria,estadual,Rota Santa Maria,,,Santa Maria,praca_fisica,RSC-287,220,Santa Maria,ambos,-29.72449845,-53.58701454,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_rota_taquari,RS,Rota Santa Maria,estadual,Rota Santa Maria,,,Taquari,praca_fisica,RSC-287,47,Taquari,ambos,-29.70533918,-51.89988889,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
rs_rota_venancio,RS,Rota Santa Maria,estadual,Rota Santa Maria,,,Venâncio Aires,praca_fisica,RSC-287,86,Venâncio Aires,ambos,-29.66776000,-52.27774200,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,fontes estaduais RS,fontes estaduais RS
br_antt_245_via_tres_cachoeiras,RS,ANTT,federal,VIA SUL,,,P1-Três Cachoeiras,praca_fisica,BR-101,35.2,Três Cachoeiras,Crescente/Decrescente,-29.52046100,-49.99658100,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_244_via_santo_antonio_patrulha,RS,ANTT,federal,VIA SUL,,,P2-Santo Antônio da Patrulha,praca_fisica,BR-290,19.4,Santo Antônio da Patrulha,Crescente/Decrescente,-29.88589700,-50.44896400,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_248_via_gravatai,RS,ANTT,federal,VIA SUL,,,P3-Gravatai,praca_fisica,BR-290,60.0,Gravataí,Crescente/Decrescente,-29.92502300,-50.85910400,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_249_via_montenegro,RS,ANTT,federal,VIA SUL,,,P4-Montenegro,praca_fisica,BR-386,426.0,Montenegro,Crescente/Decrescente,-29.81976000,-51.36040500,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_250_via_paverama,RS,ANTT,federal,VIA SUL,,,P5-Paverama,praca_fisica,BR-386,375.8,Paverama,Crescente/Decrescente,-29.62683300,-51.77577300,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_247_via_fontoura_xavier,RS,ANTT,federal,VIA SUL,,,P6-Fontoura Xavier,praca_fisica,BR-386,262.7,Fontoura Xavier,Crescente/Decrescente,-28.90531600,-52.39679700,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_246_via_victor_graeff,RS,ANTT,federal,VIA SUL,,,P7-Victor Graeff,praca_fisica,BR-386,204.4,Victor Graeff,Crescente/Decrescente,-28.50203900,-52.64470900,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_065_ecosul_capao_seco,RS,ANTT,federal,ECOSUL,,,Praça Capão Seco,praca_fisica,BR-392,52.3,Rio Grande,Crescente/Decrescente,-31.85195800,-52.32617700,22.20,44.40,66.60,88.80,111.00,133.20,155.40,177.60,199.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_063_ecosul_cristal,RS,ANTT,federal,ECOSUL,,,Praça Cristal,praca_fisica,BR-116,430.8,Cristal,Crescente/Decrescente,-31.02638600,-52.04943000,22.20,44.40,66.60,88.80,111.00,133.20,155.40,177.60,199.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_061_ecosul_gloria,RS,ANTT,federal,ECOSUL,,,Praça Glória,praca_fisica,BR-392,111.4,Canguçu,Crescente/Decrescente,-31.44978600,-52.64064400,22.20,44.40,66.60,88.80,111.00,133.20,155.40,177.60,199.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_062_ecosul_pavao,RS,ANTT,federal,ECOSUL,,,Praça Pavão,praca_fisica,BR-116,541.2,Capão do Leão,Crescente/Decrescente,-31.82007500,-52.52671100,22.20,44.40,66.60,88.80,111.00,133.20,155.40,177.60,199.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_064_ecosul_retiro,RS,ANTT,federal,ECOSUL,,,Praça Retiro,praca_fisica,BR-116,510.7,Pelotas,Crescente/Decrescente,-31.62526100,-52.31811600,22.20,44.40,66.60,88.80,111.00,133.20,155.40,177.60,199.80,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_023_autopista_planalto_correia_pinto,SC,ANTT,federal,AUTOPISTA PLANALTO SUL,,,CORREIA PINTO,praca_fisica,BR-116,233.16,Correia Pinto,Crescente/Decrescente,-27.01058400,-50.37433500,8.70,17.40,26.10,34.80,43.50,52.20,60.90,69.60,78.30,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_021_autopista_planalto_monte_castelo,SC,ANTT,federal,AUTOPISTA PLANALTO SUL,,,MONTE CASTELO,praca_fisica,BR-116,81.6,Monte Castelo,Crescente/Decrescente,-26.57036300,-50.22179500,8.70,17.40,26.10,34.80,43.50,52.20,60.90,69.60,78.30,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_230_via_costeira_laguna,SC,ANTT,federal,VIA COSTEIRA,,,P1-Laguna,praca_fisica,BR-101,298.66,Laguna,Crescente/Decrescente,-28.35072200,-48.73942900,2.40,4.80,7.20,9.60,12.00,14.40,16.80,19.20,21.60,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
