toll_point_id,uf,regulador,jurisdicao,concessionaria,lote,codigo_praca,nome,tipo_ponto,rodovia,km,municipio,sentido,latitude,longitude,valor_base_categoria1_brl,eixos_2_brl,eixos_3_brl,eixos_4_brl,eixos_5_brl,eixos_6_brl,eixos_7_brl,eixos_8_brl,eixos_9_brl,status_operacional,classe_cobranca,calcular_pedagio,confianca_geo,confianca_valor,source_tarifa_url,source_geo_url
sp_artesp_157_l21_rod_tiete_lencois_paulista_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,LENÇÓIS PAULISTA,praca_fisica,SP300,314,Lençóis Paulista,LESTE,-22.51350009,-48.90460810,8.40,16.80,25.20,33.60,42.00,50.40,58.80,67.20,75.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_158_l21_rod_tiete_lencois_paulista_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,LENÇÓIS PAULISTA,praca_fisica,SP300,314,Lençóis Paulista,OESTE,-22.51350009,-48.90460810,8.40,16.80,25.20,33.60,42.00,50.40,58.80,67.20,75.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_159_l21_rod_tiete_monte_mor_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,MONTE MOR,praca_fisica,SP101,"29,700",MONTE MOR,LESTE,-22.97827581,-47.35135759,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_160_l21_rod_tiete_monte_mor_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,MONTE MOR,praca_fisica,SP101,"29,700",MONTE MOR,OESTE,-22.97827581,-47.35135759,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_161_l21_rod_tiete_rafard_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,RAFARD,praca_fisica,SP101,"55,800",RAFARD,LESTE,-23.05086052,-47.57540550,7.20,14.40,21.60,28.80,36.00,43.20,50.40,57.60,64.80,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_162_l21_rod_tiete_rafard_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,RAFARD,praca_fisica,SP101,"55,800",RAFARD,OESTE,-23.05086052,-47.57540550,7.20,14.40,21.60,28.80,36.00,43.20,50.40,57.60,64.80,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_163_l21_rod_tiete_rio_pedras_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,RIO DAS PEDRAS,praca_fisica,SP308,"147,300",RIO DAS PEDRAS,NORTE,-22.84542315,-47.56015260,11.00,22.00,33.00,44.00,55.00,66.00,77.00,88.00,99.00,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_164_l21_rod_tiete_rio_pedras_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L21-ROD. DO TIETÊ,,RIO DAS PEDRAS,praca_fisica,SP308,"147,300",RIO DAS PEDRAS,SUL,-22.84542315,-47.56015260,11.00,22.00,33.00,44.00,55.00,66.00,77.00,88.00,99.00,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l21.kmz - correspondência por praça/pórtico
sp_artesp_165_l22_ecovias_imigrantes_batistini_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,BATISTINI,praca_fisica,SP160,"24,000",SÃO BERNARDO DO CAMPO,SUL,-23.75245417,-46.59526240,9.10,18.20,27.30,36.40,45.50,54.60,63.70,72.80,81.90,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_166_l22_ecovias_imigrantes_diadema_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,DIADEMA,praca_fisica,SP160,"16,000",DIADEMA,SUL,-23.68168299,-46.61108021,3.10,6.20,9.30,12.40,15.50,18.60,21.70,24.80,27.90,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_167_l22_ecovias_imigrantes_eldorado_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,ELDORADO,praca_fisica,SP160,"20,000",DIADEMA,SUL,-23.71803863,-46.60586747,5.70,11.40,17.10,22.80,28.50,34.20,39.90,45.60,51.30,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_168_l22_ecovias_imigrantes_piratininga_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,PIRATININGA,praca_fisica,SP160,"32,000",SÃO BERNARDO DO CAMPO,SUL,-23.82082559,-46.58260067,38.70,77.40,116.10,154.80,193.50,232.20,270.90,309.60,348.30,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_169_l22_ecovias_imigrantes_riacho_grande_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,RIACHO GRANDE,praca_fisica,SP150,"31,000",SÃO BERNARDO DO CAMPO,SUL,-23.78926720,-46.51950071,38.70,77.40,116.10,154.80,193.50,232.20,270.90,309.60,348.30,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_170_l22_ecovias_imigrantes_santos_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,SANTOS,praca_fisica,SP055,"250,000",SANTOS,OESTE,-23.89491951,-46.30218816,18.30,36.60,54.90,73.20,91.50,109.80,128.10,146.40,164.70,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_171_l22_ecovias_imigrantes_sao_vicente_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L22-ECOVIAS IMIGRANTES,,SÃO VICENTE,praca_fisica,SP055,"280,000",SÃO VICENTE,LESTE,-23.93942334,-46.46367008,10.90,21.80,32.70,43.60,54.50,65.40,76.30,87.20,98.10,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l22.kmz - correspondência por praça/pórtico
sp_artesp_172_l23_paulista_cacapava_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,CAÇAPAVA,praca_fisica,SP070,"115,000",CAÇAPAVA,LESTE,-23.15581010,-45.69801390,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_173_l23_paulista_cacapava_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,CAÇAPAVA,praca_fisica,SP070,"115,000",CAÇAPAVA,OESTE,-23.15598770,-45.69779970,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_174_l23_paulista_guararema_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,GUARAREMA,praca_fisica,SP070,"57,400",GUARAREMA,LESTE,-23.38407700,-46.15393090,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_175_l23_paulista_guararema_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,GUARAREMA,praca_fisica,SP070,"57,400",GUARAREMA,OESTE,-23.38425670,-46.15383020,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_176_l23_paulista_itaquaquecetuba_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,ITAQUAQUECETUBA,praca_fisica,SP070,"32,800",ITAQUAQUECETUBA,LESTE,-23.46644840,-46.36700110,5.70,11.40,17.10,22.80,28.50,34.20,39.90,45.60,51.30,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_177_l23_paulista_itaquaquecetuba_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,ITAQUAQUECETUBA,praca_fisica,SP070,"32,800",ITAQUAQUECETUBA,OESTE,-23.46636560,-46.36887960,5.70,11.40,17.10,22.80,28.50,34.20,39.90,45.60,51.30,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_178_l23_paulista_sao_jose_campos_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,SÃO JOSÉ DOS CAMPOS,praca_fisica,SP070,"92,000",SÃO JOSÉ DOS CAMPOS,LESTE,-23.28327750,-45.86076630,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_179_l23_paulista_sao_jose_campos_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L23-LESTE PAULISTA,,SÃO JOSÉ DOS CAMPOS,praca_fisica,SP070,"92,000",SÃO JOSÉ DOS CAMPOS,OESTE,-23.28354900,-45.86052680,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_180_l24_rodoanel_anhanguera_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,ANHANGUERA EXTERNA,praca_fisica,SP021,"6,000",SÃO PAULO,EXTERNO,-23.45623990,-46.78530111,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_181_l24_rodoanel_anhanguera_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,ANHANGUERA INTERNA NORTE,praca_fisica,SP021,"7,000",SÃO PAULO,INTERNO,-23.45623990,-46.78530111,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_182_l24_rodoanel_anhanguera_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,ANHANGUERA INTERNA SUL,praca_fisica,SP021,"7,000",SÃO PAULO,INTERNO,-23.45623990,-46.78530111,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_183_l24_rodoanel_bandeirantes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,BANDEIRANTES EXTERNA,praca_fisica,SP021,"3,050",SÃO PAULO,EXTERNO,-23.43947133,-46.75826038,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_184_l24_rodoanel_bandeirantes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,BANDEIRANTES INTERNA,praca_fisica,SP021,"3,360",SÃO PAULO,INTERNO,-23.43947133,-46.75826038,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_185_l24_rodoanel_castelo_branco_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,CASTELLO BRANCO EXTERNA,praca_fisica,SP021,"14,290",BARUERI,EXTERNO,-23.51789087,-46.81385366,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_186_l24_rodoanel_castelo_branco_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,CASTELLO BRANCO INTERNA,praca_fisica,SP021,"15,610",BARUERI,INTERNO,-23.51789087,-46.81385366,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_187_l24_rodoanel_padroeira_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,PADROEIRA EXTERNA,praca_fisica,SP021,"19,460",OSASCO,EXTERNO,-23.56448489,-46.81920474,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_188_l24_rodoanel_padroeira_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,PADROEIRA INTERNA,praca_fisica,SP021,"20,870",OSASCO,INTERNO,-23.56448489,-46.81920474,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_189_l24_rodoanel_raimundo_magalhaes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,RAIMUNDO MAGALHÃES,praca_fisica,SP021,"0,360",RIBEIRÃO PIRES,INTERNO,-23.41676752,-46.73748983,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_190_l24_rodoanel_raposo_tavares_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,RAPOSO TAVARES EXTERNA,praca_fisica,SP021,"24,000",OSASCO,EXTERNO,-23.59500639,-46.81060159,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_191_l24_rodoanel_raposo_tavares_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,RAPOSO TAVARES INTERNA,praca_fisica,SP021,"24,000",OSASCO,INTERNO,-23.59500639,-46.81060159,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_192_l24_rodoanel_regis_bittencourt_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L24-RODOANEL,,REGIS BITTENCOURT,praca_fisica,SP021,"25,360",OSASCO,EXTERNO,-23.60004607,-46.81282643,3.50,7.00,10.50,14.00,17.50,21.00,24.50,28.00,31.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l24.kmz - correspondência por praça/pórtico
sp_artesp_193_l25_spmar_anchieta_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,ANCHIETA,praca_fisica,SP021,"75,500",SÃO BERNARDO DO CAMPO,INTERNO,-23.75660512,-46.54219678,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_194_l25_spmar_ayrton_senna_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,AYRTON SENNA,praca_fisica,SP021,"124,000",ITAQUAQUECETUBA,EXTERNO,-23.45842463,-46.34429060,4.10,8.20,12.30,16.40,20.50,24.60,28.70,32.80,36.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_195_l25_spmar_dutra_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,DUTRA,praca_fisica,SP021,"127,000",ARUJÁ,EXTERNO,-23.42538232,-46.35855842,4.10,8.20,12.30,16.40,20.50,24.60,28.70,32.80,36.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_196_l25_spmar_imigrantes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,IMIGRANTES,praca_fisica,SP021,"71,400",SÃO BERNARDO DO CAMPO,INTERNO,-23.76385416,-46.58171450,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_197_l25_spmar_imigrantes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,IMIGRANTES - CAPITAL,praca_fisica,SP021,"70,200",SÃO BERNARDO DO CAMPO,EXTERNO,-23.76385416,-46.58171450,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_198_l25_spmar_imigrantes_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,IMIGRANTES - LITORAL,praca_fisica,SP021,"70,200",SÃO BERNARDO DO CAMPO,EXTERNO,-23.76385416,-46.58171450,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_199_l25_spmar_p6e_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,P6E,praca_fisica,SP021,86,Ribeirão Pires,EXTERNO,-23.71625563,-46.46432627,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_200_l25_spmar_p6i_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,P6I,praca_fisica,SP021,086,Ribeirão Pires,INTERNO,-23.71567587,-46.46451596,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_201_l25_spmar_parelheiros_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,PARELHEIROS,praca_fisica,SP021,"50,000",SÃO PAULO,INTERNO,-23.78117847,-46.76300212,5.40,10.80,16.20,21.60,27.00,32.40,37.80,43.20,48.60,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_202_l25_spmar_ribeirao_pires_a_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,RIBEIRÃO PÍRES - A,praca_fisica,SP021,087,Ribeirão Pires,INTERNO,-23.71451132,-46.45969700,4.10,8.20,12.30,16.40,20.50,24.60,28.70,32.80,36.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_203_l25_spmar_ribeirao_pires_b_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L25-SPMAR,,RIBEIRÃO PÍRES - B,praca_fisica,SP021,087,Ribeirão Pires,EXTERNO,-23.71708605,-46.46341357,4.10,8.20,12.30,16.40,20.50,24.60,28.70,32.80,36.90,ativo,cobranca_confirmada,true,alta,media,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l25.kmz - correspondência por praça/pórtico
sp_artesp_204_l26_spserra_guarulhos_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L26-SPSERRA,,PÓRTICO 01 - GUARULHOS,portico_free_flow,SP021,135+120,Guarulhos,EXTERNO,-23.39111890,-46.40783980,2.82,5.64,5.64,11.28,11.28,11.28,11.28,11.28,11.28,ativo,cobranca_confirmada,true,alta,baixa,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_205_l26_spserra_guarulhos_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L26-SPSERRA,,PÓRTICO 01 - GUARULHOS,portico_free_flow,SP021,135+140,Guarulhos,INTERNO,-23.39135880,-46.40783660,2.82,5.64,5.64,11.28,11.28,11.28,11.28,11.28,11.28,ativo,cobranca_confirmada,true,alta,baixa,ARTESP Pedágio/Volume Pedagiado 2026,OpenStreetMap / Overpass Turbo export.geojson + export (2).geojson
sp_artesp_206_l27_tamoios_jambeiro_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,P1 - JAMBEIRO,praca_fisica,SP099,"16,000",JAMBEIRO,NORTE,-23.29585756,-45.77918816,5.80,11.60,17.40,23.20,29.00,34.80,40.60,46.40,52.20,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_207_l27_tamoios_jambeiro_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,P1 - JAMBEIRO,praca_fisica,SP099,"16,100",JAMBEIRO,SUL,-23.29585756,-45.77918816,5.80,11.60,17.40,23.20,29.00,34.80,40.60,46.40,52.20,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_208_l27_tamoios_paraibuna_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,P2 - PARAIBUNA,praca_fisica,SP099,"59,300",PARAIBUNA,NORTE,-23.55039923,-45.52495394,12.30,24.60,36.90,49.20,61.50,73.80,86.10,98.40,110.70,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_209_l27_tamoios_paraibuna_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,P2 - PARAIBUNA,praca_fisica,SP099,"59,300",PARAIBUNA,SUL,-23.55039923,-45.52495394,12.30,24.60,36.90,49.20,61.50,73.80,86.10,98.40,110.70,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_210_l27_tamoios_caraguatatuba_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,PÓRTICO - CARAGUATATUBA,portico_free_flow,SPI097,13,Caraguatatuba,LESTE,-23.67009278,-45.46725759,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_211_l27_tamoios_caraguatatuba_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L27-TAMOIOS,,PÓRTICO - CARAGUATATUBA,portico_free_flow,SPI097,13,Caraguatatuba,OESTE,-23.67009278,-45.46725759,5.50,11.00,16.50,22.00,27.50,33.00,38.50,44.00,49.50,ativo,cobranca_confirmada,true,alta,alta,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l27.kmz - correspondência por praça/pórtico
sp_artesp_212_l28_entrevias_ituverava_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L28-ENTREVIAS,,P1 - ITUVERAVA,praca_fisica,SP330,"405,000",ITUVERAVA,NORTE,-20.38004959,-47.81294426,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,ativo,cobranca_confirmada,true,alta,baixa,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l28.kmz - correspondência por praça/pórtico
sp_artesp_213_l28_entrevias_ituverava_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L28-ENTREVIAS,,P1 - ITUVERAVA,praca_fisica,SP330,"405,000",ITUVERAVA,SUL,-20.38004959,-47.81294426,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,ativo,cobranca_confirmada,true,alta,baixa,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l28.kmz - correspondência por praça/pórtico
sp_artesp_214_l28_entrevias_sales_oliveira_,SP,ARTESP,estadual,ARTESP/SP concessionárias,L28-ENTREVIAS,,P2 - SALES DE OLIVEIRA,praca_fisica,SP330,"350,000",SALES OLIVEIRA,NORTE,-20.85118486,-47.89621489,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,ativo,cobranca_confirmada,true,alta,baixa,ARTESP Pedágio/Volume Pedagiado 2026,KMZ ARTESP l28.kmz - correspondência por praça/pórtico
